Date,sentiment_label,sentiment_score,Net Sentiment Score
2021-01-25,{'Positive': 1},0.9843743443489076,1.0
2021-01-26,"{'Neutral': 1, 'Positive': 1}",0.988451212644577,0.5
2021-01-28,"{'Neutral': 1, 'Positive': 1, 'Negative': 1}",0.8476914763450623,0.0
2021-01-29,{'Neutral': 2},0.996216893196106,0.0
2021-01-31,{'Neutral': 1},0.996207594871521,0.0
2021-02-03,"{'Positive': 2, 'Neutral': 2}",0.948125496506691,0.5
2021-02-04,{'Positive': 1},0.9901480078697203,1.0
2021-02-08,{'Neutral': 3},0.8631622195243835,0.0
2021-02-09,{'Positive': 1},0.9999837875366212,1.0
2021-02-11,{'Neutral': 2},0.7829338610172272,0.0
2021-02-12,"{'Neutral': 2, 'Negative': 1, 'Positive': 1}",0.9997365921735764,0.0
2021-02-14,{'Neutral': 1},0.9999933242797852,0.0
2021-02-15,{'Positive': 1},1.0,1.0
2021-02-16,"{'Neutral': 1, 'Negative': 1}",0.9999482035636902,-0.5
2021-02-17,{'Neutral': 3},0.996625026067098,0.0
2021-02-18,{'Neutral': 1},0.980647087097168,0.0
2021-02-19,"{'Neutral': 2, 'Negative': 1}",0.984184205532074,-0.3333333333333333
2021-02-22,{'Neutral': 2},0.6957895010709763,0.0
2021-02-23,{'Neutral': 3},0.9986752072970072,0.0
2021-02-24,"{'Neutral': 3, 'Positive': 2}",0.896986436843872,0.4
2021-02-25,"{'Neutral': 4, 'Negative': 1, 'Positive': 1}",0.9474042852719625,0.0
2021-02-26,"{'Positive': 2, 'Neutral': 1}",0.9932514230410258,0.6666666666666666
2021-02-28,{'Neutral': 1},0.7067924737930298,0.0
2021-03-01,"{'Positive': 1, 'Neutral': 1}",0.9998843371868134,0.5
2021-03-02,{'Neutral': 1},0.9808624982833862,0.0
2021-03-03,{'Neutral': 2},0.6523351967334747,0.0
2021-03-08,"{'Negative': 1, 'Positive': 1}",0.9999943375587463,0.0
2021-03-09,"{'Positive': 2, 'Neutral': 2}",0.8081515580415726,0.5
2021-03-10,"{'Positive': 2, 'Neutral': 1}",0.9998684128125509,0.6666666666666666
2021-03-11,"{'Positive': 1, 'Negative': 1, 'Neutral': 1}",0.9883216420809428,0.0
2021-03-12,{'Positive': 2},0.9999672770500184,1.0
2021-03-15,{'Neutral': 1},0.987537682056427,0.0
2021-03-16,"{'Positive': 1, 'Neutral': 1}",0.9652967154979706,0.5
2021-03-18,{'Positive': 1},0.9999996423721312,1.0
2021-03-23,"{'Positive': 1, 'Neutral': 1}",0.999415934085846,0.5
2021-03-24,{'Negative': 1},0.99978905916214,-1.0
2021-03-25,{'Neutral': 1},0.8088927268981934,0.0
2021-03-26,{'Neutral': 1},0.9992446899414062,0.0
2021-03-29,"{'Negative': 1, 'Neutral': 1}",0.9999615550041199,-0.5
2021-03-30,{'Positive': 1},1.0,1.0
2021-04-01,{'Negative': 1},0.9999587535858154,-1.0
2021-04-06,"{'Negative': 1, 'Positive': 1}",0.998412311077118,0.0
2021-04-07,{'Neutral': 1},0.9990997314453124,0.0
2021-04-09,"{'Neutral': 2, 'Positive': 1}",0.9810890754063925,0.3333333333333333
2021-04-12,"{'Neutral': 12, 'Positive': 9, 'Negative': 1}",0.8657541464675557,0.36363636363636365
2021-04-13,"{'Neutral': 3, 'Positive': 1}",0.8768683522939682,0.25
2021-04-14,{'Positive': 1},0.8039939999580383,1.0
2021-04-15,"{'Neutral': 7, 'Positive': 2}",0.887374480565389,0.2222222222222222
2021-04-16,{'Positive': 1},0.9999998807907104,1.0
2021-04-19,"{'Negative': 2, 'Neutral': 1}",0.9114893674850464,-0.6666666666666666
2021-04-20,"{'Neutral': 3, 'Positive': 1}",0.9847124665975571,0.25
2021-04-21,{'Neutral': 2},0.9572997391223907,0.0
2021-04-22,"{'Neutral': 3, 'Positive': 1}",0.9901259541511536,0.25
2021-04-23,"{'Neutral': 4, 'Positive': 1}",0.9203954935073853,0.2
2021-04-26,{'Neutral': 1},0.9999610185623168,0.0
2021-04-27,"{'Neutral': 2, 'Positive': 1}",0.9999140699704488,0.3333333333333333
2021-04-28,"{'Neutral': 2, 'Positive': 2}",0.8244025558233261,0.5
2021-04-29,{'Neutral': 1},0.9996851682662964,0.0
2021-04-30,"{'Positive': 3, 'Neutral': 1}",0.778464749455452,0.75
2021-05-03,"{'Neutral': 2, 'Negative': 1}",0.9424191117286682,-0.3333333333333333
2021-05-05,"{'Neutral': 3, 'Positive': 1}",0.8777412623167038,0.25
2021-05-06,{'Neutral': 1},0.6618403196334839,0.0
2021-05-07,"{'Neutral': 1, 'Positive': 1}",0.9999207258224487,0.5
2021-05-10,{'Positive': 1},0.999990701675415,1.0
